"","otu","order","family","genus","species","pident","volcano","site","sitePlot","plant","smplUnit","time.SmplUnit","abundance","Lat1","Long1","horizontalDatum","flowAgeMin","flowAgeMax","predict","spp","n_delim"
"118","OTU1376","Araneae","Tetragnathidae","Tetragnatha","perkinsi",94.258,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,121,19.663327,-155.278665,"NAD83",133,133,"endemic","Araneae_11",2
"119","OTU1376","Araneae","Tetragnathidae","Tetragnatha","perkinsi",94.258,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,17,19.664081,-155.276941,"NAD83",133,133,"endemic","Araneae_11",2
"120","OTU1382","Araneae","Theridiidae","Steatoda","capensis",100,"Kilauea","treePlanting","treePlanting_01","Groundfern","treePlanting_01_Groundfern",114,13,19.664377,-155.279919,"NAD83",133,133,"introduced","Araneae_4",1
"121","OTU1382","Araneae","Theridiidae","Steatoda","capensis",100,"Kilauea","treePlanting","treePlanting_02","Groundfern","treePlanting_02_Groundfern",228,21,19.664982,-155.277783,"NAD83",133,133,"introduced","Araneae_4",1
"122","OTU1382","Araneae","Theridiidae","Steatoda","capensis",100,"Kilauea","treePlanting","treePlanting_04","Groundfern","treePlanting_04_Groundfern",55,10,19.664081,-155.276941,"NAD83",133,133,"introduced","Araneae_4",1
"123","OTU1417","Araneae","Thomisidae","Mecaphesa","facunda",99.282,"Kilauea","treePlanting","treePlanting_05","Styphelia","treePlanting_05_Styphelia",90,11,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_95",10
"124","OTU1470","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,52,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_61",12
"125","OTU1473","Araneae","Salticidae","Havaika","cruciata",100,"Kilauea","treePlanting","treePlanting_05","Groundfern","treePlanting_05_Groundfern",45,46,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_60",2
"126","OTU1473","Araneae","Salticidae","Havaika","cruciata",100,"Kilauea","treePlanting","treePlanting_05","Styphelia","treePlanting_05_Styphelia",90,103,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_60",2
"127","OTU149","Araneae","Tetragnathidae","Tetragnatha","hawaiensis",98.804,"Kilauea","treePlanting","treePlanting_06","Styphelia","treePlanting_06_Styphelia",23,42,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_9",8
"128","OTU1524","Araneae","Thomisidae","Mecaphesa","anguliventris",97.778,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,6,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_142",7
"129","OTU1524","Araneae","Thomisidae","Mecaphesa","anguliventris",97.778,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,36,19.664081,-155.276941,"NAD83",133,133,"endemic","Araneae_142",7
"130","OTU1524","Araneae","Thomisidae","Mecaphesa","anguliventris",97.778,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,15,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_142",7
"131","OTU1524","Araneae","Thomisidae","Mecaphesa","anguliventris",97.778,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,25,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_142",7
"132","OTU1539","Araneae","Thomisidae","Mecaphesa","facunda",98.804,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,12,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_95",10
"133","OTU159","Araneae","Philodromidae","Pagiopalus","nigriventris",98.086,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,80,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_98",13
"134","OTU159","Araneae","Philodromidae","Pagiopalus","nigriventris",98.086,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,9,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_98",13
"135","OTU159","Araneae","Philodromidae","Pagiopalus","nigriventris",98.086,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,7,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_98",13
"136","OTU174","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.761,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,38,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_65",9
"137","OTU1770","Araneae","Linyphiidae","Erigone","tirolensis",91.627,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,7,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_58",5
"138","OTU1779","Araneae","Araneidae","Araneus","omnicolor",90.191,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,16,19.664982,-155.277783,"NAD83",133,133,"introduced","Araneae_37",11
"139","OTU1779","Araneae","Araneidae","Araneus","omnicolor",90.191,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,5,19.661988,-155.277445,"NAD83",133,133,"introduced","Araneae_37",11
"140","OTU1779","Araneae","Araneidae","Araneus","omnicolor",90.191,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,44,19.66275,-155.275787,"NAD83",133,133,"introduced","Araneae_37",11
"141","OTU1831","Araneae","Tetragnathidae","Tetragnatha","acuta",99.761,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,94,19.663327,-155.278665,"NAD83",133,133,"endemic","Araneae_10",11
"142","OTU1877","Araneae","Linyphiidae","Erigone","arctica",90.168,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,40,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_80",1
"143","OTU1926","Araneae","Linyphiidae","Erigone","psychrophila",91.283,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,5,19.663327,-155.278665,"NAD83",133,133,"endemic","Araneae_123",12
"144","OTU195","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,143,19.664377,-155.279919,"NAD83",133,133,"introduced","Araneae_36",4
"145","OTU195","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,606,19.664982,-155.277783,"NAD83",133,133,"introduced","Araneae_36",4
"146","OTU195","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,288,19.663327,-155.278665,"NAD83",133,133,"introduced","Araneae_36",4
"147","OTU195","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,96,19.664081,-155.276941,"NAD83",133,133,"introduced","Araneae_36",4
"148","OTU195","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,69,19.661988,-155.277445,"NAD83",133,133,"introduced","Araneae_36",4
"149","OTU195","Araneae","Theridiidae","Cryptachaea","veruculata",98.804,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,100,19.66275,-155.275787,"NAD83",133,133,"introduced","Araneae_36",4
"150","OTU207","Araneae","Theridiidae","Theridion","grallator",100,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,73,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_139",4
"151","OTU207","Araneae","Theridiidae","Theridion","grallator",100,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,10,19.663327,-155.278665,"NAD83",133,133,"endemic","Araneae_139",4
"152","OTU2070","Araneae","Tetragnathidae","Tetragnatha","acuta",99.522,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,38,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_10",11
"153","OTU2070","Araneae","Tetragnathidae","Tetragnatha","acuta",99.522,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,56,19.664081,-155.276941,"NAD83",133,133,"endemic","Araneae_10",11
"154","OTU210","Araneae","Tetragnathidae","Tetragnatha","obscura",100,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,104,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_43",8
"155","OTU210","Araneae","Tetragnathidae","Tetragnatha","obscura",100,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,62,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_43",8
"156","OTU210","Araneae","Tetragnathidae","Tetragnatha","obscura",100,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,79,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_43",8
"157","OTU2127","Araneae","Araneidae","Araneus","omnicolor",90.191,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,77,19.66275,-155.275787,"NAD83",133,133,"introduced","Araneae_37",11
"158","OTU2183","Araneae","Philodromidae","Pagiopalus","nigriventris",97.608,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,25,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_98",13
"159","OTU2206","Araneae","Linyphiidae","Erigone","tirolensis",91.866,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,21,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_58",5
"160","OTU2220","Araneae","Tetragnathidae","Tetragnatha","Stardust",97.608,"Kilauea","treePlanting","treePlanting_04","Groundfern","treePlanting_04_Groundfern",55,5,19.664081,-155.276941,"NAD83",133,133,"endemic","Araneae_135",28
"161","OTU2259","Araneae","Tetragnathidae","Tetragnatha","acuta",99.043,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,70,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_10",11
"162","OTU2259","Araneae","Tetragnathidae","Tetragnatha","acuta",99.043,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,25,19.664081,-155.276941,"NAD83",133,133,"endemic","Araneae_10",11
"163","OTU2293","Araneae","Salticidae","Havaika",NA,99.282,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,5,19.663327,-155.278665,"NAD83",133,133,"endemic","Araneae_61",12
"164","OTU2293","Araneae","Salticidae","Havaika",NA,99.282,"Kilauea","treePlanting","treePlanting_06","Groundfern","treePlanting_06_Groundfern",158,57,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_61",12
"165","OTU2293","Araneae","Salticidae","Havaika",NA,99.282,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,6,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_61",12
"166","OTU236","Araneae","Theridiidae","Theridion","grallator",97.362,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,22,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_140",4
"167","OTU236","Araneae","Theridiidae","Theridion","grallator",97.362,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,173,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_140",4
"168","OTU236","Araneae","Theridiidae","Theridion","grallator",97.362,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,9,19.663327,-155.278665,"NAD83",133,133,"endemic","Araneae_140",4
"169","OTU236","Araneae","Theridiidae","Theridion","grallator",97.362,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,49,19.664081,-155.276941,"NAD83",133,133,"endemic","Araneae_140",4
"170","OTU236","Araneae","Theridiidae","Theridion","grallator",97.362,"Kilauea","treePlanting","treePlanting_05","Vaccinium","treePlanting_05_Vaccinium",40,7,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_140",4
"171","OTU2377","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,25,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_61",12
"172","OTU2377","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_05","Dicranopteris","treePlanting_05_Dicranopteris",71,37,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_61",12
"173","OTU2377","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,5,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_61",12
"174","OTU2377","Araneae","Salticidae","Havaika",NA,99.761,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,35,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_61",12
"175","OTU2412","Araneae","Tetragnathidae","Tetragnatha","acuta",98.804,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,50,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_10",11
"176","OTU2419","Araneae","Tetragnathidae","Tetragnatha","acuta",99.282,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,28,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_10",11
"177","OTU259","Araneae","Philodromidae","Pagiopalus","nigriventris",98.325,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,6,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_98",13
"178","OTU259","Araneae","Philodromidae","Pagiopalus","nigriventris",98.325,"Kilauea","treePlanting","treePlanting_04","Metrosideros","treePlanting_04_Metrosideros",146,5,19.664081,-155.276941,"NAD83",133,133,"endemic","Araneae_98",13
"179","OTU2596","Araneae","Araneidae","Araneus","omnicolor",90.431,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,51,19.664982,-155.277783,"NAD83",133,133,"introduced","Araneae_37",11
"180","OTU2611","Araneae","Linyphiidae","Erigone","psychrophila",91.768,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,66,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_123",12
"181","OTU2671","Araneae","Thomisidae","Mecaphesa","kanakana",99.522,"Kilauea","treePlanting","treePlanting_05","Vaccinium","treePlanting_05_Vaccinium",40,7,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_97",5
"182","OTU2671","Araneae","Thomisidae","Mecaphesa","kanakana",99.522,"Kilauea","treePlanting","treePlanting_06","Vaccinium","treePlanting_06_Vaccinium",16,13,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_97",5
"183","OTU27","Araneae","Tetragnathidae","Tetragnatha","pilosa",100,"Kilauea","treePlanting","treePlanting_01","Dicranopteris","treePlanting_01_Dicranopteris",40,5,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_29",4
"184","OTU27","Araneae","Tetragnathidae","Tetragnatha","pilosa",100,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,5,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_29",4
"185","OTU27","Araneae","Tetragnathidae","Tetragnatha","pilosa",100,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,8,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_29",4
"186","OTU272","Araneae","Theridiidae","Theridion","grallator",97.842,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,8,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_140",4
"187","OTU272","Araneae","Theridiidae","Theridion","grallator",97.842,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,371,19.664982,-155.277783,"NAD83",133,133,"endemic","Araneae_140",4
"188","OTU272","Araneae","Theridiidae","Theridion","grallator",97.842,"Kilauea","treePlanting","treePlanting_05","Metrosideros","treePlanting_05_Metrosideros",145,19,19.661988,-155.277445,"NAD83",133,133,"endemic","Araneae_140",4
"189","OTU272","Araneae","Theridiidae","Theridion","grallator",97.842,"Kilauea","treePlanting","treePlanting_06","Groundfern","treePlanting_06_Groundfern",158,22,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_140",4
"190","OTU272","Araneae","Theridiidae","Theridion","grallator",97.842,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,33,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_140",4
"191","OTU274","Araneae","Tetragnathidae","Tetragnatha","hawaiensis",99.043,"Kilauea","treePlanting","treePlanting_01","Groundfern","treePlanting_01_Groundfern",114,5,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_9",8
"192","OTU274","Araneae","Tetragnathidae","Tetragnatha","hawaiensis",99.043,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,5,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_9",8
"193","OTU2763","Araneae","Tetragnathidae","Tetragnatha","limu",96.643,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,54,19.664377,-155.279919,"NAD83",133,133,"endemic","Araneae_20",3
"194","OTU2824","Araneae","Thomisidae","Mecaphesa","anguliventris",97.531,"Kilauea","treePlanting","treePlanting_06","Metrosideros","treePlanting_06_Metrosideros",171,61,19.66275,-155.275787,"NAD83",133,133,"endemic","Araneae_142",7
"195","OTU2829","Araneae","Araneidae","Argiope","trifasciata",98.565,"Kilauea","treePlanting","treePlanting_06","Dicranopteris","treePlanting_06_Dicranopteris",52,44,19.66275,-155.275787,"NAD83",133,133,"introduced","Araneae_143",3
"196","OTU29","Trombidiformes","Anystidae",NA,NA,99.522,"Kilauea","treePlanting","treePlanting_01","Groundfern","treePlanting_01_Groundfern",114,11,19.664377,-155.279919,"NAD83",133,133,"introduced","Trombidiformes_18",3
"197","OTU29","Trombidiformes","Anystidae",NA,NA,99.522,"Kilauea","treePlanting","treePlanting_01","Metrosideros","treePlanting_01_Metrosideros",226,20,19.664377,-155.279919,"NAD83",133,133,"introduced","Trombidiformes_18",3
"198","OTU29","Trombidiformes","Anystidae",NA,NA,99.522,"Kilauea","treePlanting","treePlanting_01","Styphelia","treePlanting_01_Styphelia",40,7,19.664377,-155.279919,"NAD83",133,133,"introduced","Trombidiformes_18",3
"199","OTU29","Trombidiformes","Anystidae",NA,NA,99.522,"Kilauea","treePlanting","treePlanting_02","Metrosideros","treePlanting_02_Metrosideros",180,86,19.664982,-155.277783,"NAD83",133,133,"introduced","Trombidiformes_18",3
"200","OTU29","Trombidiformes","Anystidae",NA,NA,99.522,"Kilauea","treePlanting","treePlanting_03","Groundfern","treePlanting_03_Groundfern",90,44,19.663327,-155.278665,"NAD83",133,133,"introduced","Trombidiformes_18",3
"201","OTU29","Trombidiformes","Anystidae",NA,NA,99.522,"Kilauea","treePlanting","treePlanting_03","Metrosideros","treePlanting_03_Metrosideros",240,40,19.663327,-155.278665,"NAD83",133,133,"introduced","Trombidiformes_18",3
